Beer [beerMoving=RegularBeerMovingStrategy [posY=-48.0], beerScoring=BigBeerScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=2], beerSizing=BigBeerSizingStrategy [WIDTH=5, HEIGHT=15]]Player [playerName=null, gameScore=0, alcoholLevel=0, xMove=-3.5, getGameScore()=0, getAlcoholLevel()=0, getPosX()=613.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=480.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=207.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=483.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=204.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=-6.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=200.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=-3.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=197.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=0.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=193.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=4.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=190.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=7.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=186.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=11.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=183.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=14.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=179.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=18.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=176.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=21.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=172.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=25.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=169.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=28.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=165.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=32.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=162.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=35.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=158.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=39.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=155.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=42.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=151.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=46.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=148.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=49.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=144.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=53.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=141.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=56.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=137.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=60.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=134.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=63.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=130.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=67.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=127.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=70.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=123.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=74.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=120.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=77.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=116.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=81.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=113.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=84.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=109.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=88.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=106.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=91.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=102.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=95.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=99.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=98.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=95.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=102.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=92.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=105.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=88.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=109.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=85.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=112.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=81.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=116.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=78.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=119.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=74.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=123.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=71.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=126.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=67.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=130.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=64.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=133.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=60.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=137.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=57.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=140.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=53.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=144.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=50.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=147.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=46.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=151.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=43.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=154.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=39.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=158.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=36.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=161.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=32.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=165.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=29.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=168.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=25.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=172.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=22.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=175.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=18.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=179.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=15.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=182.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=11.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=186.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=8.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=189.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=4.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=193.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=-3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=1.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=196.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=-2.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=200.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=1.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=203.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=4.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=207.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=8.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=210.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=11.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=214.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=15.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=217.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=18.5]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=221.0], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=22.0]
Whiskey [whiskeyMoving=RegularWhiskeyMovingStrategy [posY=224.5], whiskeyScoring=MediumWhiskeyScoringStrategy [GAMEPOINT=4, ALCOHOLPOINT=4], whiskeySizing=MediumWhiskeySizingStrategy [WIDTH=10, HEIGHT=25]]Player [playerName=null, gameScore=47, alcoholLevel=28, xMove=3.5, getGameScore()=47, getAlcoholLevel()=28, getPosX()=25.5]
